title,platform,total_sale,na_sale,pal_sale,japan_sale,other_sale
Hot Shots Golf: World Invitational,PlayStation Vita,0.59,0.15,0.12,0.26,0.06
Hidden Agenda,PlayStation 4,0.59,0.08,0.42,NA,0.09
Mega Man Anniversary Collection,PlayStation 2,0.59,0.29,0.22,NA,0.08
SoulCalibur V,Xbox 360,0.59,0.39,0.13,0.02,0.05
Jeopardy!,Wii,0.59,0.55,NA,NA,0.04
Rayman Origins,PlayStation Vita,0.59,0.12,0.37,0.00,0.10
Pro Evolution Soccer 2015,PlayStation 3,0.59,0.10,0.20,0.23,0.06
Alice: Madness Returns,PlayStation 3,0.59,0.22,0.24,0.04,0.08
Harvest Moon: Friends of Mineral Town,GBA,0.59,0.34,0.13,0.11,0.01
Backyard NBA Basketball,PlayStation 2,0.59,0.29,0.22,NA,0.07
Iron Man,Wii,0.59,0.30,0.22,NA,0.06
Naruto: The Broken Bond,Xbox 360,0.59,0.24,0.28,NA,0.06
Final Fantasy Explorers,3DS,0.59,0.17,0.10,0.29,0.03
Kirby's Dream Course,SNES,0.59,NA,NA,0.59,0.00
Mega Man X7,PlayStation 2,0.58,0.22,0.17,0.14,0.06
Skylanders: Spyro's Adventure,3DS,0.58,0.33,0.20,NA,0.05
Call of Duty: Modern Warfare Remastered,PlayStation 4,0.58,0.17,0.30,0.03,0.09
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,PlayStation 2,0.58,0.29,0.22,NA,0.07
Kinect Rush: A Disney Pixar Adventure,Xbox 360,0.58,0.38,0.15,NA,0.06
Dragon Quest Builders: Revive Alefgard,PlayStation 4,0.58,0.12,0.17,0.24,0.06
Game Party in Motion,Xbox 360,0.58,0.36,0.17,NA,0.05
Tokimeki Memorial: Forever with You,PlayStation,0.58,NA,NA,0.55,0.04
LEGO Worlds,Switch,0.58,0.21,0.33,0.00,0.04
Diablo,PlayStation,0.58,0.29,0.19,0.07,0.04
TMNT,Xbox 360,0.58,0.50,0.03,NA,0.05
Q*bert,2600,0.58,0.55,0.03,NA,0.01
Farming Simulator 19,PC,0.58,NA,0.55,NA,0.03
Tekken 7,Xbox One,0.58,0.30,0.23,NA,0.05
Lost: Via Domus,Xbox 360,0.58,0.18,0.34,NA,0.07
Romancing SaGa,PlayStation 2,0.58,0.06,0.04,0.47,0.01
Top Spin 3,Wii,0.58,0.15,0.37,NA,0.07
Sonic & Sega All-Stars Racing Transformed,Xbox 360,0.58,0.20,0.34,NA,0.05
Sly Cooper: Thieves in Time,PlayStation 3,0.58,0.35,0.13,NA,0.10
Middle-Earth: Shadow of Mordor,PlayStation 3,0.58,0.22,0.26,0.01,0.09
The Lord of the Rings: The Third Age,PlayStation 2,0.58,0.49,0.02,NA,0.08
NCAA Football 09,PlayStation 3,0.58,0.54,NA,NA,0.05
NHL 12,PlayStation 3,0.58,0.36,0.16,NA,0.07
Phineas and Ferb: Across the 2nd Dimension,Wii,0.58,0.35,0.18,NA,0.05
Cabela's Dangerous Hunts 2011,Wii,0.58,0.53,0.02,NA,0.04
Guitar Hero: Smash Hits,Wii,0.58,0.31,0.21,NA,0.06
JoJo's Bizarre Adventure: All Star Battle,PlayStation 3,0.58,0.05,0.02,0.50,0.01
Payday 2,Xbox 360,0.58,0.33,0.20,NA,0.05
Sammy Sosa High Heat Baseball 2001,PlayStation,0.58,0.32,0.22,NA,0.04
Pro Evolution Soccer 2012,PSP,0.58,0.11,0.12,0.29,0.07
Terminator 3: Rise of the Machines,PlayStation 2,0.58,0.28,0.22,NA,0.07
Deus Ex: Human Revolution,PC,0.58,0.25,0.26,NA,0.08
DEFIANCE,Xbox 360,0.58,0.38,0.14,NA,0.05
FIFA Soccer 10,DS,0.58,0.14,0.37,NA,0.07
Tom Clancy's HAWX,Xbox 360,0.58,0.31,0.19,0.02,0.06
FIFA: Road to  World Cup 98,Nintendo 64,0.58,0.15,0.39,NA,0.03
International Superstar Soccer '98,Nintendo 64,0.58,0.06,0.30,0.19,0.03
World Cup 98,Nintendo 64,0.58,0.14,0.40,NA,0.04
Final Fantasy: The 4 Heroes of Light,DS,0.58,0.22,0.10,0.23,0.03
Go Diego Go! Great Dinosaur Rescue,Wii,0.58,0.52,0.02,NA,0.04
NASCAR: Dirt to Daytona,PlayStation 2,0.58,0.28,0.22,NA,0.07
Kirby and the Rainbow Curse,Wii U,0.58,0.26,0.14,0.13,0.04
Unreal Tournament,PlayStation 2,0.58,0.28,0.22,NA,0.07
Digimon World 2,PlayStation,0.58,0.23,0.16,0.16,0.04
F1 2013,PlayStation 3,0.58,0.01,0.47,0.03,0.08
Tales of Phantasia,PlayStation,0.58,NA,NA,0.54,0.04
Prince of Persia: The Two Thrones,Xbox,0.58,0.33,0.22,NA,0.03
Xenosaga Episode II: Jenseits von Gut und Böse,PlayStation 2,0.58,0.28,0.22,NA,0.07
Gex: Enter The Gecko,PlayStation,0.58,0.32,0.22,NA,0.04
Shrek 2: Beg for Mercy,GBA,0.58,0.42,0.15,NA,0.01
Contra: Shattered Soldier,PlayStation 2,0.58,0.28,0.22,NA,0.07
Championship Motocross featuring Ricky Carmichael,PlayStation,0.58,0.32,0.22,NA,0.04
Dragon Ball Z: Chou Saiya Densetsu,SNES,0.58,NA,NA,0.58,NA
Skate it,Wii,0.58,0.50,0.03,NA,0.04
Disney Magic World 2,3DS,0.58,0.07,0.25,0.23,0.02
My Secret World by Imagine,DS,0.58,0.38,0.19,NA,0.01
Fire Emblem: Seisen no Keifu,SNES,0.58,NA,NA,0.58,NA
Tenchu 2: Birth of the Stealth Assassins,PlayStation,0.58,0.32,0.22,NA,0.04
Tony Hawk's Pro Skater 4,GameCube,0.58,0.45,0.12,NA,0.02
Disgaea 4: A Promise Unforgotten,PlayStation 3,0.58,0.27,0.11,0.14,0.06
Doom 3 BFG Edition,PlayStation 3,0.58,0.26,0.22,NA,0.10
Naruto: Uzumaki Chronicles 2,PlayStation 2,0.58,0.28,0.22,NA,0.07
NHL 06,PlayStation 2,0.58,0.48,0.02,NA,0.08
Parasite Eve II,PlayStation,0.58,0.32,0.22,NA,0.04
Transformers: The Game,Wii,0.58,0.50,0.03,NA,0.05
NFL Blitz 2000,Nintendo 64,0.58,0.55,0.02,NA,0.00
Madden NFL 2002,Xbox,0.58,0.53,0.02,NA,0.03
NCAA Football 10,PlayStation 2,0.58,0.28,0.22,NA,0.07
Rapala: We Fish,Wii,0.57,0.52,0.02,NA,0.04
Theme Park,PlayStation,0.57,0.24,0.16,0.13,0.04
The Lego Ninjago Movie Videogame,PlayStation 4,0.57,0.16,0.32,NA,0.09
Far Cry Instincts,Xbox,0.57,0.32,0.24,NA,0.02
ATV Offroad Fury: Blazin' Trails,PSP,0.57,0.53,0.00,NA,0.04
Hasbro Family Game Night,PlayStation 2,0.57,0.28,0.22,NA,0.07
Yokai Sangokushi,3DS,0.57,NA,NA,0.57,NA
Tony Hawk's Pro Skater 4,GBA,0.57,0.41,0.15,NA,0.01
Tomb Raider: Anniversary,PSP,0.57,0.21,0.23,NA,0.13
BlazBlue: Calamity Trigger,PlayStation 3,0.57,0.36,0.10,0.06,0.06
Resident Evil: Revelations 2,PlayStation 4,0.57,0.14,0.25,0.11,0.07
Tales of the Abyss,PlayStation 2,0.57,NA,NA,0.57,NA
Bayonetta 2,Switch,0.57,0.26,0.20,0.07,0.04
LEGO Marvel Super Heroes 2,Xbox One,0.57,0.32,0.20,NA,0.05
Blacksite: Area 51,Xbox 360,0.57,0.29,0.23,NA,0.06
Ultra Street Fighter II: The Final Challengers,Switch,0.57,0.22,0.22,0.09,0.04
Petz Dogz 2,Wii,0.57,0.52,0.01,NA,0.04
StarCraft II: Legacy of the Void,PC,0.57,0.23,0.30,NA,0.05
Rock Band 3,PlayStation 3,0.57,0.43,0.09,NA,0.06
Lego Marvel Super Heroes: Universe in Peril,PlayStation Vita,0.57,0.11,0.33,NA,0.13
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PlayStation,0.57,NA,NA,0.54,0.04
Spyro Orange: The Cortex Conspiracy,GBA,0.57,0.41,0.15,NA,0.01
Harvest Moon: The Tale of Two Towns,DS,0.57,0.27,0.06,0.22,0.03
Beyond The Beyond,PlayStation,0.57,0.11,0.08,0.35,0.04
Ben 10: Alien Force,PlayStation 2,0.57,0.22,0.02,NA,0.33
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,0.57,0.24,0.00,0.31,0.02
Madden NFL 06,GameCube,0.57,0.44,0.11,NA,0.02
London 2012: The Official Video Game of the Olympic Games,Xbox 360,0.57,0.07,0.44,NA,0.06
NHL 10,PlayStation 3,0.57,0.38,0.12,NA,0.07
Harvest Moon: Sunshine Islands,DS,0.57,0.35,0.03,0.17,0.03
Iron Man,Xbox 360,0.57,0.27,0.24,NA,0.06
Naruto: Ultimate Ninja 2,PlayStation 2,0.57,0.47,0.02,NA,0.08
Rock Band 4,PlayStation 4,0.57,0.41,0.06,NA,0.10
Zumba Fitness,PlayStation 3,0.57,0.28,0.21,NA,0.07
3D Dot Game Heroes,PlayStation 3,0.57,0.36,0.12,0.03,0.07
Nazo no Murasame-Jou (FDS),NES,0.57,NA,NA,0.57,NA
NBA Hangtime,Nintendo 64,0.57,0.48,0.08,NA,0.00
Disney Universe,Xbox 360,0.57,0.37,0.14,NA,0.05
Blood Wake,Xbox,0.57,0.43,0.12,NA,0.02
Dynasty Warriors 5: Xtreme Legends,PlayStation 2,0.57,0.11,0.08,0.35,0.03
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,DS,0.57,0.52,0.00,NA,0.04
WWE 2K17,Xbox One,0.57,0.26,0.26,NA,0.05
The Conduit,Wii,0.57,0.28,0.23,NA,0.06
Jampack Summer 2002,PlayStation 2,0.57,0.28,0.22,NA,0.07
Trivial Pursuit,Wii,0.57,0.20,0.30,NA,0.06
FIFA World Cup Germany 2006,PlayStation 2,0.57,0.47,0.02,NA,0.08
Wreckless: ThE YaKuza MisSiOns,Xbox,0.57,0.42,0.11,0.02,0.02
Starlink: Battle for Atlas,Switch,0.57,0.35,0.17,NA,0.05
Super Bomberman,SNES,0.57,NA,NA,0.57,0.00
Top Spin 3,PlayStation 3,0.57,0.08,0.37,0.00,0.12
SpongeBob SquarePants: Battle for Bikini Bottom,Xbox,0.57,0.45,0.10,NA,0.02
Up,Wii,0.57,0.22,0.29,NA,0.06
Spider-Man 3,Xbox 360,0.57,0.49,0.04,NA,0.04
Tony Hawk: Shred,Wii,0.57,0.41,0.11,NA,0.04
FIFA 15,Wii,0.57,0.15,0.37,NA,0.04
SD Gundam G Generation Neo,PlayStation 2,0.57,NA,NA,0.57,NA
RalliSport Challenge,Xbox,0.57,0.39,0.16,NA,0.02
God of War: Origins Collection,PlayStation 3,0.57,0.39,0.08,0.02,0.07
Resident Evil Outbreak File #2,PlayStation 2,0.57,0.19,0.15,0.17,0.05
NHL 14,PlayStation 3,0.57,0.28,0.19,NA,0.10
The Sims 3: World Adventures,PC,0.57,0.02,0.18,NA,0.37
Bob the Builder: Can We Fix It?,PlayStation,0.57,0.31,0.21,NA,0.04
XIII,PlayStation 2,0.57,0.28,0.22,NA,0.07
Bratz 4 Real,DS,0.57,0.29,0.22,NA,0.06
LEGO Jurassic World,Wii U,0.57,0.29,0.20,0.03,0.05
NHL 18,PlayStation 4,0.57,0.31,0.16,NA,0.10
The Legend of Spyro: Dawn of the Dragon,Wii,0.57,0.34,0.17,NA,0.05
Breath of Fire IV,PlayStation,0.56,0.11,0.08,0.34,0.04
True Crime: Streets of LA,GameCube,0.56,0.44,0.11,NA,0.02
Everybody's Golf,PlayStation 4,0.56,0.12,0.22,0.17,0.06
Petz Wild Animals: Tigerz,DS,0.56,0.52,0.00,NA,0.04
The Amazing Spider-Man 2 (2014),PlayStation 4,0.56,0.20,0.26,0.02,0.09
Odin Sphere,PlayStation 2,0.56,0.23,0.18,0.09,0.06
Final Fantasy IV: The Complete Collection,PSP,0.56,0.13,0.09,0.27,0.06
The Incredible Hulk,GBA,0.56,0.40,0.15,NA,0.01
Ms. Pac-Man Maze Madness,GBA,0.56,0.40,0.15,NA,0.01
Soul Sacrifice,PlayStation Vita,0.56,0.15,0.11,0.22,0.08
Jillian Michaels Fitness Ultimatum 2010,Wii,0.56,0.51,0.01,NA,0.04
Arena Football,PlayStation 2,0.56,0.28,0.22,NA,0.07
The Lord of the Rings: The Return of the King,GBA,0.56,0.40,0.15,NA,0.01
NHL Hitz 20-02,PlayStation 2,0.56,0.28,0.22,NA,0.07
Classic NES Series: Dr. Mario,GBA,0.56,0.31,0.11,0.13,0.01
The Sims: Bustin' Out,Xbox,0.56,0.40,0.14,NA,0.02
"Warhammer 40,000: Space Marine",Xbox 360,0.56,0.25,0.26,NA,0.06
NCAA March Madness 07,PlayStation 2,0.56,0.28,0.22,NA,0.07
LEGO Rock Band,Xbox 360,0.56,0.40,0.11,NA,0.05
"Monsters, Inc. Scream Team",PlayStation,0.56,0.31,0.21,NA,0.04
Harry Potter Collection,PlayStation 2,0.56,0.28,0.21,NA,0.07
Tony Hawk's Project 8,PSP,0.56,0.41,0.08,NA,0.07
Yu-Gi-Oh! World Championship Tournament 2004,GBA,0.56,0.40,0.15,NA,0.01
Cabela's Big Game Hunter 2005 Adventures,PlayStation 2,0.56,0.28,0.21,NA,0.07
Top Spin 3,Xbox 360,0.56,0.09,0.40,NA,0.07
Knockout Kings 2001,PlayStation 2,0.56,0.28,0.21,NA,0.07
Disney Infinity 3.0,PlayStation 3,0.56,0.22,0.25,NA,0.09
Army Men: Sarge's Heroes,PlayStation,0.56,0.31,0.21,NA,0.04
Tom Clancy's HAWX,PlayStation 3,0.56,0.21,0.22,0.05,0.09
Petz Dogz 2,PlayStation 2,0.56,0.28,0.21,NA,0.07
Battlefield 2: Modern Combat,Xbox,0.56,0.39,0.15,NA,0.02
Xenoblade Chronicles,3DS,0.56,0.24,0.15,0.13,0.04
All-Star Baseball 2002,PlayStation 2,0.56,0.27,0.21,NA,0.07
Tetris Party Deluxe,Wii,0.56,0.33,0.16,0.02,0.05
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,0.56,0.09,0.11,0.35,0.02
Metroid: Samus Returns,3DS,0.56,0.30,0.15,0.07,0.05
WWE 2K16,PlayStation 3,0.56,0.24,0.23,NA,0.09
Backyard NFL Football,GBA,0.56,0.40,0.15,NA,0.01
Bolt,Wii,0.56,0.19,0.31,NA,0.06
Need for Speed: Most Wanted,GameCube,0.56,0.43,0.11,NA,0.02
NASCAR Rumble,PlayStation,0.56,0.31,0.21,NA,0.04
WWE Raw 2,Xbox,0.56,0.43,0.11,NA,0.02
Mega Man X2,SNES,0.56,0.09,0.02,0.45,0.00
Resident Evil 2,Nintendo 64,0.56,0.39,0.09,0.07,0.01
Manhunt 2,PlayStation 2,0.56,0.27,0.21,NA,0.07
Bravely Second: End Layer,3DS,0.56,0.22,0.11,0.20,0.03
Fullmetal Alchemist and the Broken Angel,PlayStation 2,0.56,0.15,0.12,0.26,0.04
Assassin's Creed: Unity,PC,0.56,0.20,0.31,NA,0.04
Wolfenstein,Xbox 360,0.56,0.28,0.22,NA,0.06
Dogz,DS,0.56,0.50,0.01,NA,0.04
Hamtaro: Ham-Hams Unite!,GBC,0.56,NA,NA,0.56,0.00
Batman Begins,PlayStation 2,0.56,0.27,0.21,NA,0.07
DOOM VFR,PlayStation 4,0.56,0.22,0.25,NA,0.09
Dr. Seuss' The Cat in the Hat,PlayStation 2,0.56,0.27,0.21,NA,0.07
Tony Hawk's Proving Ground,Xbox 360,0.56,0.49,0.02,NA,0.04
Just Cause 4,PlayStation 4,0.56,0.18,0.26,0.03,0.09
Barbie Groovy Games,GBA,0.56,0.40,0.15,NA,0.01
Archer Maclean's Mercury,PSP,0.56,0.17,0.24,NA,0.15
Yu-Gi-Oh! Reshef of Destruction,GBA,0.56,0.40,0.15,NA,0.01
Blinx: The Time Sweeper,Xbox,0.56,0.39,0.15,NA,0.02
ESPN NFL Football,PlayStation 2,0.56,0.27,0.21,NA,0.07
Fatal Fury Special,SNES,0.56,NA,NA,0.56,NA
Major League Baseball 2K5,Xbox,0.56,0.52,0.02,NA,0.02
DS Bimoji Training,DS,0.56,NA,NA,0.56,NA
Enslaved: Odyssey to the West,PlayStation 3,0.56,0.24,0.23,0.01,0.08
Dora The Explorer: Dora Saves the Snow Princess,Wii,0.56,0.49,0.02,NA,0.04
No More Heroes,Wii,0.56,0.29,0.17,0.04,0.05
Soldier of Fortune: Gold Edition,PlayStation 2,0.56,0.27,0.21,NA,0.07
Sonic Forces,PlayStation 4,0.56,0.15,0.31,0.01,0.09
Kingdom Come: Deliverance,PlayStation 4,0.56,0.18,0.28,NA,0.09
MX 2002 Featuring Ricky Carmichael,PlayStation 2,0.56,0.27,0.21,NA,0.07
Frontlines: Fuel of War,Xbox 360,0.56,0.34,0.15,0.01,0.05
NCAA Football 07,Xbox,0.56,0.42,0.12,NA,0.01
Lunar: Silver Star Story Complete,PlayStation,0.55,0.27,0.18,0.06,0.04
NBA Showtime: NBA on NBC,PlayStation,0.55,0.31,0.21,NA,0.04
Rayman Origins,Wii,0.55,0.21,0.28,NA,0.06
Soul Reaver 2,PlayStation 2,0.55,0.27,0.21,NA,0.07
Lords of the Fallen,PlayStation 4,0.55,0.20,0.24,0.02,0.09
Metal Gear Solid 3: Subsistence,PlayStation 2,0.55,0.34,0.01,0.15,0.06
The Godfather (old US sales),Xbox,0.55,0.42,0.11,NA,0.02
Daytona USA,SAT,0.55,NA,NA,0.55,NA
WWF Raw (2002),Xbox,0.55,0.40,0.13,NA,0.02
Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,3DS,0.55,0.12,0.25,0.15,0.03
Shin Super Robot Taisen,PlayStation,0.55,NA,NA,0.52,0.04
Disney Infinity 2.0: Marvel Super Heroes,Xbox One,0.55,0.35,0.15,NA,0.05
Catz,DS,0.55,0.49,0.02,NA,0.04
Ratchet & Clank: Quest for Booty,PlayStation 3,0.55,0.00,0.52,NA,0.03
Jump Super Stars,DS,0.55,NA,NA,0.55,NA
Inazuma Eleven GO: Dark / Shine,3DS,0.55,NA,0.07,0.48,0.00
Poochy & Yoshi's Woolly World,3DS,0.55,0.20,0.16,0.17,0.03
MX vs. ATV: Alive,Xbox 360,0.55,0.37,0.13,NA,0.05
The Activision Decathlon,2600,0.55,0.52,0.03,NA,0.01
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PlayStation,0.55,0.31,0.21,NA,0.04
Fighting Force 2,PlayStation,0.55,0.31,0.21,NA,0.04
Sakura Wars,SAT,0.55,NA,NA,0.55,NA
Extermination,PlayStation 2,0.55,0.21,0.16,0.12,0.05
Batman: Vengeance,PlayStation 2,0.55,0.27,0.21,NA,0.07
Disgaea 3: Absence of Justice,PlayStation 3,0.55,0.36,0.03,0.11,0.05
Puyo Puyo Tetris,Switch,0.55,0.22,0.18,0.12,0.04
Rapala Tournament Fishing!,Wii,0.55,0.51,0.00,NA,0.04
Sniper Elite 4,PlayStation 4,0.55,0.21,0.25,NA,0.09
Secret Agent Clank(US sales),PSP,0.55,0.33,0.22,NA,NA
Madagascar: Escape 2 Africa,Wii,0.55,0.31,0.18,NA,0.06
Derby Stallion 04,PlayStation 2,0.55,NA,NA,0.55,NA
NBA 2K8,PlayStation 3,0.55,0.50,0.01,NA,0.05
Dragon Ball: Xenoverse 2,Switch,0.55,0.17,0.16,0.19,0.03
Purr Pals,DS,0.55,0.18,0.35,NA,0.02
Skylanders: SuperChargers,Xbox 360,0.55,0.35,0.15,NA,0.05
Tony Hawk's Pro Skater 3,Xbox,0.55,0.34,0.18,NA,0.02
Mega Man Zero,GBA,0.55,0.22,0.08,0.24,0.01
Contender 2,PlayStation,0.55,0.31,0.21,NA,0.04
Star Wars: Dark Forces,PlayStation,0.55,0.31,0.21,NA,0.04
Grease,Wii,0.55,0.26,0.24,NA,0.05
Tiger Woods PGA Tour 13,PlayStation 3,0.55,0.24,0.22,NA,0.08
Legends of WrestleMania,PlayStation 3,0.55,0.30,0.17,0.00,0.07
SD Gundam G Generation Zero,PlayStation,0.55,NA,NA,0.51,0.04
Kingdom Hearts: Final Mix,PlayStation 2,0.55,NA,NA,0.55,NA
Super Robot Taisen F,SAT,0.55,NA,NA,0.55,0.00
Spec Ops: The Line,PlayStation 3,0.55,0.19,0.24,0.04,0.07
Shrek 2,Xbox,0.55,0.40,0.13,NA,0.02
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PlayStation 2,0.55,NA,NA,0.55,NA
Monster Jam: Path of Destruction,Wii,0.55,0.49,0.02,NA,0.04
SpongeBob SquarePants: SuperSponge,GBA,0.55,0.39,0.15,NA,0.01
Super Robot Taisen F Kanketsuhen,SAT,0.55,NA,NA,0.55,0.00
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,0.55,0.40,0.11,NA,0.04
Rory McIlroy PGA Tour,PlayStation 4,0.55,0.19,0.27,NA,0.09
Donkey Kong Jungle Climber,DS,0.55,0.25,0.03,0.24,0.03
Tak and the Power of Juju,GBA,0.55,0.39,0.15,NA,0.01
Lips: Number One Hits,Xbox 360,0.55,0.15,0.34,NA,0.06
Mortal Kombat 3,PlayStation,0.55,0.29,0.20,0.02,0.04
Petz Catz Clan,DS,0.55,0.47,0.03,NA,0.04
Turok: Evolution,Xbox,0.55,0.39,0.14,NA,0.02
Jak X: Combat Racing,PlayStation 2,0.55,0.45,0.02,NA,0.07
Project CARS 2,PlayStation 4,0.55,0.10,0.35,0.02,0.08
Viva Pinata: Pocket Paradise,DS,0.55,0.26,0.23,NA,0.06
American Idol,PlayStation 2,0.55,0.27,0.21,NA,0.07
Top Gun: Fire at Will!,PlayStation,0.55,0.30,0.21,NA,0.04
Barbie Horse Adventures: Riding Camp,DS,0.55,0.50,0.00,NA,0.04
Disney Infinity 3.0,Wii U,0.55,0.27,0.23,NA,0.05
Red Dead Revolver,Xbox,0.55,0.40,0.12,NA,0.02
CrossworDS,DS,0.55,0.50,0.00,NA,0.04
ModNation Racers,PSP,0.54,0.11,0.27,0.02,0.14
Dynasty Warriors: Gundam 3,PlayStation 3,0.54,0.11,0.05,0.36,0.02
Iron Man,PlayStation 2,0.54,0.36,0.00,NA,0.19
SingStar Summer Party,PlayStation 2,0.54,NA,0.06,NA,0.48
NHL 14,Xbox 360,0.54,0.40,0.09,NA,0.05
The SpongeBob SquarePants Movie,Xbox,0.54,0.40,0.12,NA,0.02
Dragon Ball Z: Shin Budokai,PSP,0.54,0.26,0.08,0.13,0.07
FIFA 07 Soccer,Xbox,0.54,0.16,0.35,NA,0.04
Gekikuukan Pro Yakyuu: At the End of the Century 1999,PlayStation 2,0.54,NA,NA,0.54,NA
Are You Smarter than a 5th Grader? Make the Grade,Wii,0.54,0.50,NA,NA,0.04
Tiger Woods PGA Tour 08,Xbox 360,0.54,0.49,0.02,NA,0.04
Medarot 2: Kabuto / Kuwagata Version,Game Boy Advance,0.54,NA,NA,0.54,0.00
Bulletstorm,PlayStation 3,0.54,0.24,0.20,0.01,0.09
Dance Dance Revolution Ultramix,Xbox,0.54,0.42,0.11,NA,0.02
F.E.A.R.,PlayStation 3,0.54,0.18,0.27,NA,0.09
Crash Tag Team Racing,PlayStation 2,0.54,0.27,0.21,NA,0.07
Enslaved: Odyssey to the West,Xbox 360,0.54,0.30,0.19,0.00,0.05
Front Mission 4,PlayStation 2,0.54,0.14,0.11,0.25,0.04
The Fairly Odd Parents: Breakin' Da Rules,GBA,0.54,0.39,0.14,NA,0.01
Tiger Woods PGA Tour 11,Wii,0.54,0.23,0.26,NA,0.05
NBA Live 10,PlayStation 3,0.54,0.46,0.03,0.01,0.05
Mega Man Battle Network 2,GBA,0.54,NA,NA,0.54,NA
Ni no Kuni: Dominion of the Dark Djinn,DS,0.54,NA,NA,0.54,NA
Hotel Dusk: Room 215,DS,0.54,0.26,0.04,0.22,0.03
Just Dance 2015,Xbox One,0.54,0.36,0.13,NA,0.05
Assassin's Creed II,PC,0.54,0.01,0.45,NA,0.07
FIFA 18,PlayStation 3,0.54,0.06,0.40,0.01,0.08
SRS: Street Racing Syndicate,PlayStation 2,0.54,0.26,0.21,NA,0.07
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,0.54,0.07,0.40,NA,0.07
Phineas and Ferb: Across the 2nd Dimension,DS,0.54,0.31,0.18,NA,0.05
Let's Draw!,DS,0.54,0.24,0.24,NA,0.06
Dragon Ball Z: Ultimate Tenkaichi,Xbox 360,0.54,0.39,0.10,0.01,0.05
Def Jam: Fight for NY,Xbox,0.54,0.43,0.10,NA,0.02
Action Force,2600,0.54,0.50,0.03,NA,0.01
Valkyria Chronicles II,PSP,0.54,0.12,0.16,0.18,0.09
FIFA 99,Nintendo 64,0.54,0.11,0.39,NA,0.03
Gauntlet Legends,Nintendo 64,0.54,0.43,0.10,NA,0.01
Kidou Senshi Gundam: Extreme VS,PlayStation 3,0.54,NA,NA,0.54,NA
Bust A Groove,PlayStation,0.54,0.09,0.06,0.35,0.04
Fire Emblem: Path of Radiance,GameCube,0.54,0.29,0.08,0.16,0.01
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PlayStation 2,0.54,NA,NA,0.54,NA
Pachi-Slot Aruze Oukoku 2,PlayStation,0.54,NA,NA,0.50,0.04
Monster High: Ghoul Spirit,Wii,0.54,0.42,0.08,NA,0.04
METRO 2033,Xbox 360,0.54,0.22,0.23,0.03,0.05
Mario Tennis Ultra Smash,Wii U,0.54,0.16,0.20,0.15,0.03
Petz Nursery,DS,0.54,0.50,0.00,NA,0.04
Tactics Ogre: Let Us Cling Together,PSP,0.54,0.15,0.07,0.27,0.05
Tales of Symphonia Chronicles,PlayStation 3,0.54,0.21,0.13,0.13,0.07
Two Worlds II,Xbox 360,0.54,0.40,0.07,0.03,0.04
Bratz: Rock Angelz,GBA,0.54,0.39,0.14,NA,0.01
50 Classic Games,DS,0.54,0.50,NA,NA,0.04
SSX Tricky,GameCube,0.54,0.42,0.11,NA,0.01
The Walking Dead: Survival Instinct,PlayStation 3,0.54,0.28,0.17,NA,0.09
Greg Hastings' Tournament Paintball,Xbox,0.54,0.46,0.06,NA,0.02
Harry Potter and the Deathly Hallows - Part 1,Wii,0.54,0.22,0.27,NA,0.05
Summer Sports: Paradise Island,Wii,0.54,0.48,0.02,NA,0.04
Sacred 2: Fallen Angel,Xbox 360,0.54,0.29,0.16,0.04,0.05
World Soccer Winning Eleven 7 International (JP version),PlayStation 2,0.54,NA,NA,0.54,NA
ESPN NBA Basketball,PlayStation 2,0.54,0.26,0.21,NA,0.07
The Sims 3: Pets,PC,0.54,0.54,0.00,NA,NA
Time Crisis: Razing Storm,PlayStation 3,0.54,0.18,0.21,0.07,0.08
Over the Hedge,PlayStation 2,0.54,0.45,0.02,NA,0.07
Mat Hoffman's Pro BMX,PlayStation,0.54,0.30,0.20,NA,0.04
Popeye,2600,0.54,0.50,0.03,NA,0.01
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,0.54,0.30,0.16,0.03,0.05
Dragon Ball: Fusions,3DS,0.54,0.17,0.09,0.24,0.03
The Hobbit,PlayStation 2,0.54,0.26,0.20,NA,0.07
Manhunt 2,Wii,0.54,0.25,0.23,NA,0.06
War of the Monsters,PlayStation 2,0.54,0.26,0.20,NA,0.07
NBA Street Vol. 2,GameCube,0.54,0.41,0.11,NA,0.01
The Incredible Hulk: Ultimate Destruction,PlayStation 2,0.54,0.26,0.20,NA,0.07
LEGO The Incredibles,PlayStation 4,0.53,0.18,0.27,NA,0.09
Dragon Age: Inquisition,Xbox 360,0.53,0.36,0.12,NA,0.05
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,0.53,NA,NA,0.53,0.00
