title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale,platform
Madden NFL 2003    ,PS2,4.14,3.36,0.21,0.01,0.56,PlayStation 2
Assassin's Creed: Unity    ,PS4,4.14,1.25,2.16,0.09,0.65,PlayStation 4
Destiny 2    ,PS4,4.14,1.92,1.44,0.10,0.69,PlayStation 4
Half-Life    ,PC,4.12,4.03,0.00,0.09,N/A,PC
Super Mario World 2: Yoshi's Island    ,SNES,4.12,1.65,0.61,1.76,0.09,SNES
Batman: Arkham Knight    ,PS4,4.11,1.65,1.68,0.11,0.66,PlayStation 4
FIFA 07 Soccer    ,PS2,4.11,0.71,2.48,0.03,0.89,PlayStation 2
The Sims 4    ,PC,4.10,1.20,2.60,N/A,0.30,PC
Street Fighter II Turbo    ,SNES,4.10,1.42,0.51,2.10,0.07,SNES
World of Warcraft: The Burning Crusade    ,PC,4.09,2.57,1.52,N/A,N/A,PC
Fallout: New Vegas    ,X360,4.08,2.67,1.03,0.04,0.34,Xbox 360
God of War II    ,PS2,4.07,2.32,0.04,0.04,1.67,PlayStation 2
Assassin's Creed Origins    ,PS4,4.06,1.22,2.11,0.11,0.63,PlayStation 4
Far Cry 4    ,PS4,4.06,1.18,2.14,0.11,0.63,PlayStation 4
Carnival Games    ,Wii,4.06,2.12,1.47,0.05,0.42,Wii
World Soccer Winning Eleven 9    ,PS2,4.06,0.12,2.26,0.90,0.77,PlayStation 2
Forza Motorsport 2    ,X360,4.05,2.35,1.27,0.03,0.41,Xbox 360
Namco Museum Vol.3    ,PS,4.05,2.28,1.55,0.16,0.06,PlayStation
Tekken Tag Tournament    ,PS2,4.05,1.68,1.51,0.51,0.35,PlayStation 2
Star Fox 64    ,N64,4.03,2.78,0.58,0.64,0.04,Nintendo 64
Golf    ,NES,4.01,1.22,0.28,2.46,0.04,NES
Fallout 3    ,PS3,4.00,2.18,1.15,0.07,0.61,PlayStation 3
The Elder Scrolls V: Skyrim    ,PC,3.99,1.18,2.25,N/A,0.56,PC
Namco Museum: 50th Anniversary    ,PS2,3.98,2.08,1.35,N/A,0.54,PlayStation 2
NBA 2K16    ,PS4,3.98,2.56,0.66,0.05,0.71,PlayStation 4
Left 4 Dead 2    ,X360,3.97,2.67,0.88,0.05,0.38,Xbox 360
The Legend of Zelda: Skyward Sword    ,Wii,3.96,2.03,1.18,0.37,0.39,Wii
Monster Hunter 4 Ultimate    ,3DS,3.96,0.72,0.49,2.63,0.12,3DS
Far Cry 5    ,PS4,3.95,1.44,1.73,0.15,0.62,PlayStation 4
Professor Layton and the Diabolical Box    ,DS,3.95,0.90,1.76,0.92,0.37,DS
Battlefield 4    ,PS4,3.94,1.40,1.74,0.19,0.62,PlayStation 4
Assassin's Creed IV: Black Flag    ,PS3,3.94,1.34,1.86,0.13,0.62,PlayStation 3
Forza Horizon 3    ,XOne,3.93,1.64,1.96,0.02,0.32,Xbox One
EA Sports Active    ,Wii,3.93,2.11,1.35,0.06,0.40,Wii
Donkey Kong Land    ,GB,3.91,1.97,0.76,1.07,0.11,Game Boy Advance
Tony Hawk's Underground    ,PS2,3.90,2.29,1.17,0.01,0.42,PlayStation 2
Just Dance 2014    ,Wii,3.89,1.91,1.66,N/A,0.33,Wii
Sports Champions    ,PS3,3.88,2.15,1.13,0.10,0.50,PlayStation 3
Tekken 5    ,PS2,3.87,0.93,1.94,0.31,0.70,PlayStation 2
MotorStorm    ,PS3,3.87,1.53,1.61,0.06,0.67,PlayStation 3
Dragon Quest III    ,NES,3.87,0.10,N/A,3.77,0.00,NES
World Soccer Winning Eleven 8 International    ,PS2,3.85,0.16,1.89,1.12,0.68,PlayStation 2
Namco Museum Vol.1    ,PS,3.84,2.12,1.44,0.22,0.06,PlayStation
The Legend of Zelda: Link's Awakening    ,GB,3.83,2.21,0.96,0.54,0.13,Game Boy Advance
Flash Focus: Vision Training in Minutes a Day    ,DS,3.83,0.86,1.56,1.05,0.35,DS
Big Brain Academy: Wii Degree    ,Wii,3.79,1.05,1.91,0.41,0.42,Wii
Mario & Luigi: Bowser's Inside Story    ,DS,3.77,2.23,0.47,0.81,0.27,DS
Resident Evil Director's Cut    ,PS,3.77,1.82,1.24,0.47,0.25,PlayStation
Gran Turismo Sport    ,PS4,3.77,0.63,2.35,0.24,0.54,PlayStation 4
LEGO Indiana Jones: The Original Adventures    ,X360,3.76,2.40,1.01,N/A,0.36,Xbox 360
The Sims: Unleashed    ,PC,3.76,2.03,1.56,N/A,0.17,PC
Ratchet & Clank: Size Matters    ,PSP,3.75,1.40,1.40,0.10,0.86,PSP
Harry Potter and the Sorcerer's Stone    ,PS,3.73,1.37,2.00,0.14,0.22,PlayStation
Super Paper Mario    ,Wii,3.73,1.95,0.87,0.59,0.32,Wii
Mario & Sonic at the London 2012 Olympic Games    ,Wii,3.72,1.12,1.90,0.27,0.43,Wii
Resident Evil 3: Nemesis    ,PS,3.72,1.30,0.77,1.54,0.11,PlayStation
FIFA 17    ,XOne,3.71,1.04,2.40,N/A,0.27,Xbox One
Spyro: Year of the Dragon    ,PS,3.71,1.93,1.58,N/A,0.19,PlayStation
FIFA Soccer 2005    ,PS2,3.70,0.58,2.48,0.04,0.59,PlayStation 2
Pokémon Trading Card Game    ,GB,3.70,1.49,0.73,1.38,0.10,Game Boy Advance
Tomodachi Collection    ,DS,3.67,N/A,N/A,3.67,N/A,DS
Tony Hawk's Pro Skater 4    ,PS2,3.67,2.13,1.18,0.01,0.35,PlayStation 2
Midnight Club 3: DUB Edition    ,PSP,3.66,1.65,1.22,N/A,0.79,PSP
MySims    ,DS,3.66,1.58,1.60,0.08,0.40,DS
Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters    ,3DS,3.65,0.22,0.20,3.19,0.04,3DS
Banjo-Kazooie    ,N64,3.65,1.87,1.13,0.55,0.10,Nintendo 64
SOCOM: U.S. Navy SEALs    ,PS2,3.65,2.53,0.81,0.06,0.24,PlayStation 2
Battlefield 4    ,PS3,3.64,1.31,1.50,0.27,0.55,PlayStation 3
Jak and Daxter: The Precursor Legacy    ,PS2,3.64,2.08,1.09,0.15,0.33,PlayStation 2
Pokémon Snap    ,N64,3.63,2.23,0.68,0.66,0.06,Nintendo 64
Pro Evolution Soccer 2008    ,PS2,3.63,0.05,0.00,0.64,2.93,PlayStation 2
FIFA Soccer 10    ,PS3,3.63,0.60,2.46,0.05,0.52,PlayStation 3
Resident Evil 4    ,PS2,3.62,2.08,0.83,0.46,0.25,PlayStation 2
Guitar Hero: World Tour    ,Wii,3.62,2.32,0.96,N/A,0.34,Wii
Gears of War: Ultimate Edition    ,XOne,3.62,2.88,0.37,N/A,0.37,Xbox One
Star Wars Battlefront    ,PS2,3.61,1.93,1.22,0.03,0.44,PlayStation 2
Doom II    ,PC,3.61,2.05,1.40,N/A,0.16,PC
The Simpsons: Road Rage    ,PS2,3.61,2.02,1.17,N/A,0.42,PlayStation 2
Luigi's Mansion    ,GC,3.60,2.38,0.67,0.46,0.10,GameCube
Assassin's Creed Syndicate    ,PS4,3.60,0.90,2.06,0.08,0.55,PlayStation 4
Star Wars Battlefront II    ,PS2,3.59,2.18,1.02,0.03,0.37,PlayStation 2
Assassin's Creed: Unity    ,XOne,3.58,2.34,0.90,0.00,0.34,Xbox One
Cooking Mama 2: Dinner With Friends    ,DS,3.58,1.60,1.49,0.10,0.39,DS
WWF SmackDown!    ,PS,3.58,2.01,1.35,0.06,0.16,PlayStation
The Legend of Zelda: A Link Between Worlds    ,3DS,3.57,1.53,1.31,0.47,0.26,3DS
Monster Hunter Generations    ,3DS,3.56,0.42,0.26,2.82,0.07,3DS
Croc: Legend of the Gobbos    ,PS,3.56,1.57,1.79,N/A,0.20,PlayStation
Battlefield 4    ,X360,3.54,2.16,1.05,0.02,0.32,Xbox 360
Grand Theft Auto: Liberty City Stories    ,PS2,3.54,1.56,1.40,0.07,0.50,PlayStation 2
The Getaway    ,PS2,3.54,1.23,1.77,0.05,0.49,PlayStation 2
Tomb Raider III: Adventures of Lara Croft    ,PS,3.54,1.66,1.58,0.12,0.18,PlayStation
Batman: Arkham Asylum    ,X360,3.54,2.24,0.95,0.02,0.33,Xbox 360
Gran Turismo 6    ,PS3,3.54,0.77,1.87,0.41,0.49,PlayStation 3
Assassin's Creed: Brotherhood    ,X360,3.53,2.87,0.39,0.03,0.25,Xbox 360
James Bond 007: Agent Under Fire    ,PS2,3.53,1.90,1.13,0.10,0.41,PlayStation 2
LEGO Star Wars: The Video Game    ,PS2,3.53,1.98,1.14,0.01,0.41,PlayStation 2
Resident Evil 5    ,X360,3.53,2.13,0.93,0.12,0.34,Xbox 360
Rugrats in Paris: The Movie    ,PS,3.52,1.96,1.33,N/A,0.23,PlayStation
NBA 2K17    ,PS4,3.52,2.28,0.59,0.03,0.63,PlayStation 4
FIFA Soccer 11    ,X360,3.52,0.71,2.39,0.02,0.40,Xbox 360
Spyro 2: Ripto's Rage!    ,PS,3.52,2.14,1.21,0.01,0.17,PlayStation
Left 4 Dead    ,X360,3.52,2.66,0.49,0.05,0.31,Xbox 360
Donkey Kong Country 3: Dixie Kong's Double Trouble!    ,SNES,3.51,1.17,0.50,1.75,0.08,SNES
Kung Fu    ,NES,3.50,1.64,0.38,1.42,0.06,NES
FIFA Soccer 2004    ,PS2,3.49,0.59,2.36,0.04,0.51,PlayStation 2
Mortal Kombat X    ,PS4,3.49,1.94,0.94,N/A,0.61,PlayStation 4
Battlefield: Bad Company 2    ,X360,3.48,2.11,1.01,0.04,0.33,Xbox 360
Borderlands    ,X360,3.48,2.43,0.72,0.03,0.30,Xbox 360
Mario & Sonic at the Olympic Winter Games    ,DS,3.47,1.21,1.63,0.27,0.37,DS
Guitar Hero: On Tour    ,DS,3.46,2.10,1.01,0.01,0.35,DS
Clubhouse Games    ,DS,3.45,0.59,1.80,0.73,0.34,DS
Super Mario Maker    ,WiiU,3.45,1.27,0.94,1.03,0.21,Wii U
Halo: The Master Chief Collection    ,XOne,3.44,2.06,1.04,0.03,0.31,Xbox One
Monster Hunter 4    ,3DS,3.44,N/A,N/A,3.44,N/A,3DS
LEGO Batman: The Videogame    ,X360,3.44,2.07,1.04,N/A,0.34,Xbox 360
Tekken 4    ,PS2,3.44,1.55,1.27,0.33,0.29,PlayStation 2
FIFA 14    ,PS4,3.43,0.62,2.18,0.12,0.51,PlayStation 4
LittleBigPlanet 2    ,PS3,3.43,1.83,1.07,0.06,0.47,PlayStation 3
Final Fantasy III    ,SNES,3.42,0.86,N/A,2.55,0.02,SNES
Grand Theft Auto 2    ,PS,3.42,1.13,2.07,N/A,0.22,PlayStation
Animal Crossing: Happy Home Designer    ,3DS,3.41,0.71,1.10,1.45,0.15,3DS
Destiny    ,XOne,3.41,2.17,0.92,N/A,0.32,Xbox One
Spider-Man 2    ,PS2,3.41,1.75,1.20,0.02,0.43,PlayStation 2
F-1 Race    ,GB,3.41,1.73,0.69,0.59,0.40,Game Boy Advance
FIFA Soccer 2003    ,PS2,3.40,0.46,2.28,0.05,0.61,PlayStation 2
Crash Bash    ,PS,3.39,1.56,1.47,0.19,0.17,PlayStation
Gears of War 4    ,XOne,3.38,2.17,0.90,N/A,0.32,Xbox One
The Elder Scrolls V: Skyrim Special Edition    ,PS4,3.36,1.24,1.50,0.08,0.54,PlayStation 4
Watch Dogs 2    ,PS4,3.36,0.98,1.74,0.12,0.52,PlayStation 4
The Legend of Zelda: Majora's Mask    ,N64,3.36,1.90,0.67,0.73,0.06,Nintendo 64
WWF War Zone    ,PS,3.36,2.47,0.76,N/A,0.13,PlayStation
Assassin's Creed IV: Black Flag    ,X360,3.34,1.90,1.14,0.01,0.30,Xbox 360
NBA 2K18    ,PS4,3.34,2.13,0.57,0.04,0.59,PlayStation 4
Rugrats: Search For Reptar    ,PS,3.34,1.63,1.53,N/A,0.18,PlayStation
English Training: Have Fun Improving Your Skills!    ,DS,3.33,N/A,0.99,2.32,0.02,DS
James Bond 007: Nightfire    ,PS2,3.33,1.45,1.29,0.12,0.46,PlayStation 2
Ratchet & Clank    ,PS2,3.33,1.44,1.01,0.57,0.30,PlayStation 2
The Legend of Zelda: Spirit Tracks    ,DS,3.32,1.40,0.92,0.74,0.26,DS
Star Wars Episode III: Revenge of the Sith    ,PS2,3.32,1.47,1.39,0.03,0.43,PlayStation 2
Resident Evil VII: Biohazard    ,PS4,3.31,0.88,1.56,0.41,0.46,PlayStation 4
Max Payne    ,PS2,3.31,1.99,1.05,0.05,0.22,PlayStation 2
Madden NFL 16    ,PS4,3.30,2.39,0.31,N/A,0.61,PlayStation 4
The Lord of the Rings: The Return of the King    ,PS2,3.28,1.50,1.28,0.05,0.46,PlayStation 2
Professor Layton and the Unwound Future    ,DS,3.28,0.61,1.58,0.82,0.27,DS
Madden NFL 17    ,PS4,3.28,2.30,0.37,N/A,0.60,PlayStation 4
True Crime: Streets of LA    ,PS2,3.27,1.89,1.05,0.02,0.31,PlayStation 2
Gran Turismo (PSP)    ,PSP,3.27,0.51,1.59,0.31,0.86,PSP
Far Cry 3    ,PS3,3.27,0.88,1.79,0.10,0.50,PlayStation 3
FIFA 16    ,XOne,3.25,0.92,2.10,N/A,0.24,Xbox One
Wii Music    ,Wii,3.25,1.35,1.12,0.46,0.32,Wii
Tekken    ,PS,3.24,0.95,1.30,0.77,0.22,PlayStation
Super Mario Maker    ,3DS,3.23,0.78,1.04,1.25,0.16,3DS
007: Tomorrow Never Dies    ,PS,3.21,1.72,1.33,N/A,0.16,PlayStation
L.A. Noire    ,PS3,3.21,1.29,1.31,0.12,0.49,PlayStation 3
Baseball    ,NES,3.20,0.73,0.10,2.35,0.02,NES
Killer Instinct    ,SNES,3.20,2.26,0.72,0.12,0.10,SNES
WWF SmackDown! 2: Know Your Role    ,PS,3.20,1.76,1.21,0.07,0.16,PlayStation
Mario Party 9    ,Wii,3.20,1.06,1.15,0.77,0.22,Wii
Crisis Core: Final Fantasy VII    ,PSP,3.19,1.35,0.60,0.80,0.44,PSP
God of War: Chains of Olympus    ,PSP,3.19,1.48,1.00,0.04,0.66,PSP
Dragon Quest VI: Maboroshi no Daichi    ,SNES,3.19,N/A,N/A,3.19,0.00,SNES
Middle-Earth: Shadow of Mordor    ,PS4,3.19,1.03,1.60,0.05,0.51,PlayStation 4
Assassin's Creed IV: Black Flag    ,PS4,3.19,1.07,1.55,0.06,0.51,PlayStation 4
Dance Central    ,X360,3.18,2.15,0.76,0.01,0.26,Xbox 360
Enter the Matrix    ,PS2,3.18,1.78,1.12,0.09,0.19,PlayStation 2
Assassin's Creed Odyssey    ,PS4,3.18,1.18,1.40,0.09,0.51,PlayStation 4
Fallout: New Vegas    ,PS3,3.17,1.54,1.04,0.10,0.49,PlayStation 3
Ace Combat 04: Shattered Skies    ,PS2,3.17,2.06,0.56,0.38,0.17,PlayStation 2
Animal Crossing    ,GC,3.15,1.92,0.16,0.99,0.09,GameCube
Club Penguin: Elite Penguin Force    ,DS,3.14,1.87,0.97,N/A,0.30,DS
FIFA Soccer 08    ,PS2,3.14,0.68,0.00,N/A,2.46,PlayStation 2
FIFA 18    ,XOne,3.14,0.98,1.92,N/A,0.23,Xbox One
Spider-Man    ,PS,3.13,1.70,1.25,0.02,0.16,PlayStation
Sonic Rush    ,DS,3.13,1.21,1.56,0.06,0.29,DS
Personal Trainer: Cooking    ,DS,3.13,0.91,1.01,1.03,0.17,DS
Need for Speed III: Hot Pursuit    ,PS,3.12,2.14,0.86,N/A,0.13,PlayStation
Star Wars Episode I Racer    ,N64,3.12,2.31,0.62,0.14,0.04,Nintendo 64
The Elder Scrolls IV: Oblivion    ,PS3,3.12,1.69,0.86,0.14,0.44,PlayStation 3
Dragon Quest IV    ,NES,3.12,0.08,N/A,3.03,0.01,NES
Rhythm Heaven    ,DS,3.12,0.55,0.50,1.93,0.14,DS
Resident Evil 6    ,PS3,3.12,0.88,0.97,0.88,0.39,PlayStation 3
Tom Clancy's Ghost Recon Wildlands    ,PS4,3.12,1.07,1.35,0.22,0.47,PlayStation 4
NBA 2K13    ,X360,3.11,2.62,0.21,0.01,0.28,Xbox 360
Titanfall    ,XOne,3.11,1.88,0.91,0.04,0.28,Xbox One
Bloodborne    ,PS4,3.11,1.30,1.05,0.28,0.48,PlayStation 4
Mass Effect 2     ,X360,3.10,1.99,0.81,0.03,0.27,Xbox 360
Dragon Ball Z: Budokai    ,PS2,3.09,2.17,0.28,0.55,0.08,PlayStation 2
Madden NFL 2002    ,PS2,3.08,2.50,0.16,0.01,0.42,PlayStation 2
World Class Track Meet    ,NES,3.08,1.92,0.45,0.64,0.07,NES
LEGO Batman: The Videogame    ,Wii,3.08,1.80,0.98,N/A,0.29,Wii
Saints Row 2    ,X360,3.07,1.98,0.79,0.02,0.28,Xbox 360
Donkey Kong    ,GB,3.07,1.57,0.62,0.55,0.34,Game Boy Advance
The Sims: Vacation    ,PC,3.07,1.72,1.21,N/A,0.14,PC
Call of Duty: Ghosts    ,XOne,3.07,1.92,0.86,N/A,0.28,Xbox One
Heavy Rain    ,PS3,3.06,1.29,1.24,0.06,0.48,PlayStation 3
LEGO Batman: The Videogame    ,DS,3.06,1.75,1.02,N/A,0.29,DS
Borderlands 2    ,X360,3.06,1.89,0.88,0.04,0.26,Xbox 360
Kung Fu Panda    ,X360,3.05,1.91,0.84,N/A,0.29,Xbox 360
Mass Effect 3    ,X360,3.04,1.94,0.84,0.03,0.24,Xbox 360
Metal Gear Solid V: The Phantom Pain    ,PS4,3.04,0.97,1.15,0.50,0.42,PlayStation 4
Rayman    ,PS,3.03,1.54,1.33,N/A,0.16,PlayStation
Tom Clancy's Splinter Cell    ,XB,3.02,1.85,1.04,N/A,0.13,Xbox
Killzone: Shadow Fall    ,PS4,3.02,0.89,1.58,0.08,0.47,PlayStation 4
Mike Tyson's Punch-Out!!    ,NES,3.02,2.03,0.47,0.45,0.07,NES
WWE SmackDown! Shut Your Mouth    ,PS2,3.02,1.45,1.13,0.07,0.38,PlayStation 2
Disney Epic Mickey    ,Wii,3.02,2.04,0.63,0.12,0.23,Wii
Killzone 2    ,PS3,3.02,1.40,1.07,0.08,0.46,PlayStation 3
inFAMOUS: Second Son    ,PS4,3.01,1.35,1.09,0.07,0.50,PlayStation 4
Dragon Ball Z: Budokai Tenkaichi 3    ,PS2,3.00,1.15,0.00,0.76,1.09,PlayStation 2
WWE SmackDown! vs. Raw 2006    ,PS2,3.00,1.57,1.02,N/A,0.41,PlayStation 2
Star Fox    ,SNES,2.99,1.61,0.51,0.80,0.07,SNES
The Sims: Livin Large    ,PC,2.99,1.67,1.18,N/A,0.13,PC
inFAMOUS    ,PS3,2.99,1.76,0.68,0.12,0.42,PlayStation 3
World Soccer Winning Eleven 6 International    ,PS2,2.99,0.12,1.26,1.16,0.45,PlayStation 2
Devil May Cry    ,PS2,2.99,1.36,0.86,0.64,0.13,PlayStation 2
Far Cry 3    ,X360,2.98,1.38,1.33,0.02,0.25,Xbox 360
Star Wars: The Old Republic    ,PC,2.97,1.59,1.01,N/A,0.37,PC
Sonic Heroes    ,PS2,2.96,1.04,1.37,0.06,0.49,PlayStation 2
Battlefield: Bad Company 2    ,PS3,2.96,1.33,1.11,0.08,0.44,PlayStation 3
Hitman 2: Silent Assassin    ,PS2,2.96,1.36,1.15,0.04,0.41,PlayStation 2
Street Fighter IV    ,X360,2.95,1.83,0.70,0.15,0.26,Xbox 360
Wave Race 64    ,N64,2.94,1.98,0.58,0.34,0.04,Nintendo 64
SOCOM II: U.S. Navy SEALs    ,PS2,2.94,2.22,0.51,0.06,0.15,PlayStation 2
WWE SmackDown! vs. RAW 2006    ,PS2,2.94,1.45,1.11,0.04,0.33,PlayStation 2
Pac-Man Collection    ,GBA,2.94,2.07,0.77,0.05,0.05,GBA
Gran Turismo    ,PSP,2.93,0.43,1.40,0.31,0.78,PSP
Madden NFL 13    ,X360,2.93,2.53,0.16,N/A,0.24,Xbox 360
Kirby Super Star Ultra    ,DS,2.92,1.55,0.04,1.19,0.15,DS
Yoshi    ,GB,2.92,1.57,0.62,0.73,N/A,Game Boy Advance
Doom (2016)    ,PS4,2.92,0.93,1.48,0.04,0.46,PlayStation 4
Mass Effect    ,X360,2.91,1.83,0.79,0.03,0.27,Xbox 360
FIFA 15    ,X360,2.91,0.80,1.90,N/A,0.21,Xbox 360
Yoshi's Island: Super Mario Advance 3    ,GBA,2.91,1.75,0.45,0.62,0.09,GBA
Sonic Mega Collection Plus    ,PS2,2.90,1.54,1.14,N/A,0.22,PlayStation 2
Mortal Kombat (2011)    ,PS3,2.90,1.98,0.54,N/A,0.38,PlayStation 3
World Soccer Winning Eleven 7 International    ,PS2,2.90,0.08,1.24,1.13,0.45,PlayStation 2
Sega Superstars Tennis    ,X360,2.89,1.75,0.86,N/A,0.28,Xbox 360
Cooking Mama: Cook Off    ,Wii,2.89,1.41,1.12,0.05,0.30,Wii
Hot Shots Golf 3    ,PS2,2.89,0.99,0.32,1.38,0.20,PlayStation 2
WarioWare: Smooth Moves    ,Wii,2.89,0.86,1.05,0.73,0.26,Wii
Call of Duty: Finest Hour    ,PS2,2.89,1.51,1.12,0.01,0.24,PlayStation 2
Syphon Filter    ,PS,2.88,2.03,0.72,0.02,0.11,PlayStation
Imagine: Babyz    ,DS,2.87,1.30,1.26,N/A,0.31,DS
Mafia III    ,PS4,2.87,0.72,1.67,0.04,0.44,PlayStation 4
Colin McRae Rally    ,PS,2.87,0.09,2.43,0.12,0.22,PlayStation
The Elder Scrolls III: Morrowind    ,XB,2.86,2.09,0.63,0.03,0.11,Xbox
Assassin's Creed: Brotherhood    ,PS3,2.85,1.87,0.57,0.11,0.30,PlayStation 3
Command & Conquer: Red Alert    ,PC,2.85,1.37,1.34,N/A,0.14,PC
F-Zero    ,SNES,2.85,1.37,0.51,0.89,0.07,SNES
Yoshi's Story    ,N64,2.85,1.29,0.53,0.98,0.05,Nintendo 64
Zumba Fitness 2    ,Wii,2.83,1.52,1.05,N/A,0.26,Wii
Madden NFL 10    ,X360,2.83,2.52,0.09,N/A,0.22,Xbox 360
BioShock    ,X360,2.83,1.65,0.85,0.05,0.28,Xbox 360
WWE SmackDown! vs. Raw    ,PS2,2.83,1.32,1.08,0.04,0.39,PlayStation 2
Metroid Prime    ,GC,2.82,1.96,0.67,0.10,0.09,GameCube
Finding Nemo    ,GBA,2.82,1.59,1.05,0.04,0.14,GBA
Medal of Honor    ,PS3,2.82,1.28,1.04,0.07,0.43,PlayStation 3
Diablo III: Ultimate Evil Edition    ,PS4,2.82,0.83,1.48,0.08,0.44,PlayStation 4
Gran Turismo (PSP)    ,PSN,2.82,0.43,0.91,0.31,1.16,PSN
Monster Hunter 3G    ,3DS,2.82,0.46,0.32,1.96,0.08,3DS
Myst    ,PC,2.81,0.02,2.79,N/A,N/A,PC
Need for Speed: Hot Pursuit    ,PS3,2.81,1.05,1.24,0.03,0.49,PlayStation 3
Imagine: Fashion Designer     ,DS,2.81,1.32,1.19,N/A,0.30,DS
Killzone 3    ,PS3,2.81,1.46,0.87,0.09,0.38,PlayStation 3
WWE SmackDown! Here Comes the Pain    ,PS2,2.80,1.32,1.06,0.04,0.38,PlayStation 2
Hot Shots Golf    ,PS,2.79,0.29,0.20,2.13,0.18,PlayStation
Skylanders: Spyro's Adventure    ,Wii,2.79,1.35,1.15,N/A,0.30,Wii
A Bug's Life    ,PS,2.79,1.96,0.72,N/A,0.11,PlayStation
WWF SmackDown! Just Bring It    ,PS2,2.79,1.19,1.15,0.04,0.41,PlayStation 2
Dragon Quest V: Tenkuu no Hanayome    ,SNES,2.79,N/A,N/A,2.78,0.01,SNES
Mortal Kombat Trilogy    ,PS,2.79,1.98,0.70,N/A,0.11,PlayStation
NBA Street    ,PS2,2.79,2.19,0.22,N/A,0.38,PlayStation 2
Jak II    ,PS2,2.78,1.68,0.74,N/A,0.36,PlayStation 2
Ratchet & Clank: Going Commando    ,PS2,2.78,1.44,0.83,0.26,0.25,PlayStation 2
The Sims    ,PS2,2.77,1.41,1.12,N/A,0.24,PlayStation 2
Star Wars: The Force Unleashed    ,X360,2.77,1.74,0.78,N/A,0.26,Xbox 360
Saints Row: The Third    ,X360,2.77,1.26,1.14,0.07,0.30,Xbox 360
Yoshi's Island DS    ,DS,2.77,1.45,0.07,1.10,0.15,DS
Tekken 6    ,PS3,2.77,1.20,0.97,0.17,0.42,PlayStation 3
Missile Command    ,2600,2.76,2.56,0.17,N/A,0.03,2600
Battlefield 3    ,PC,2.76,0.89,1.44,N/A,0.43,PC
Mario Paint    ,SNES,2.75,1.43,0.54,0.71,0.07,SNES
Sonic and the Secret Rings    ,Wii,2.75,1.23,1.19,0.04,0.30,Wii
Need for Speed: Most Wanted (2012)    ,PS3,2.74,0.71,1.52,0.06,0.45,PlayStation 3
Pokémon Stadium 2    ,N64,2.73,1.02,0.36,1.13,0.23,Nintendo 64
L.A. Noire    ,X360,2.73,1.55,0.92,0.02,0.24,Xbox 360
Metroid    ,NES,2.73,1.33,0.31,1.04,0.05,NES
Far Cry: Primal    ,PS4,2.73,0.63,1.61,0.07,0.41,PlayStation 4
Overwatch    ,XOne,2.72,1.63,0.84,N/A,0.25,Xbox One
Need for Speed (2015)    ,PS4,2.72,0.59,1.66,0.06,0.41,PlayStation 4
Madden NFL 13    ,PS3,2.71,2.12,0.24,N/A,0.36,PlayStation 3
Skate 3    ,X360,2.71,1.47,0.99,N/A,0.25,Xbox 360
Tom Clancy's Rainbow Six: Siege    ,XOne,2.71,1.62,0.84,N/A,0.25,Xbox One
The Legend of Zelda: A Link to the Past    ,GBA,2.70,1.75,0.52,0.33,0.10,GBA
Onimusha: Warlords    ,PS2,2.70,0.99,0.48,1.09,0.14,PlayStation 2
Madden NFL 12    ,X360,2.70,2.43,0.11,N/A,0.16,Xbox 360
Mario Party    ,N64,2.70,1.25,0.53,0.87,0.05,Nintendo 64
Call of Duty 3    ,X360,2.70,1.49,0.92,0.02,0.27,Xbox 360
LEGO Star Wars II: The Original Trilogy    ,PS2,2.69,1.85,0.64,0.01,0.19,PlayStation 2
Madden NFL 11    ,X360,2.69,2.38,0.12,N/A,0.19,Xbox 360
Burnout 3: Takedown    ,PS2,2.68,1.23,1.11,N/A,0.34,PlayStation 2
Professor Layton and the Last Specter    ,DS,2.68,0.28,1.41,0.68,0.32,DS
Mario vs. Donkey Kong: Mini-Land Mayhem!    ,DS,2.68,1.63,0.51,0.35,0.18,DS
Mortal Kombat    ,GEN,2.67,1.95,0.63,N/A,0.09,GEN
Halo Wars    ,X360,2.67,1.58,0.80,0.04,0.25,Xbox 360
Call of Duty 2: Big Red One    ,PS2,2.67,1.48,0.92,0.01,0.26,PlayStation 2
Medal of Honor    ,PS,2.67,1.44,1.09,N/A,0.14,PlayStation
Fable    ,XB,2.66,1.99,0.58,N/A,0.09,Xbox
Guitar Hero: World Tour    ,X360,2.66,1.78,0.64,N/A,0.25,Xbox 360
WWE SmackDown! Shut Your Mouth    ,PS2,2.66,1.32,1.29,0.04,N/A,PlayStation 2
Final Fantasy XIII-2    ,PS3,2.66,0.78,0.75,0.89,0.23,PlayStation 3
Medal of Honor Heroes    ,PSP,2.66,0.86,1.11,0.01,0.67,PSP
Hannah Montana    ,DS,2.65,1.59,0.80,N/A,0.26,DS
Need for Speed: Shift    ,PS3,2.65,0.69,1.40,0.04,0.52,PlayStation 3
Tom Clancy's Splinter Cell    ,PS2,2.65,1.15,1.11,N/A,0.40,PlayStation 2
Super Mario Bros. 2 (FDS)    ,NES,2.65,N/A,N/A,2.65,0.00,NES
Star Wars: Shadows of the Empire    ,N64,2.65,2.00,0.50,0.12,0.03,Nintendo 64
Medal of Honor    ,X360,2.64,1.58,0.80,0.04,0.22,Xbox 360
