title,console,console_developer,n_platforms,genre,release_year,publisher,developer,critic_score,total_sale,na_sale,pal_sale,japan_sale,other_sale
Scene It? Bright Lights! Big Screen!,Xbox 360,Microsoft,3,miscellaneous,2009,Warner Bros. Interactive,Screenlife Games,6.2,0.14,0.12,0,0,0.01
Monopoly Party,GameCube,Nintendo,1,miscellaneous,2002,Infogrames,Runecraft,7.3,0.13,0.1,0.03,0,0
Mega Man X Collection,GameCube,Nintendo,2,miscellaneous,2006,Capcom,Capcom,7.5,0.13,0.1,0.03,0,0
New Super Mario Bros.,DS,Nintendo,1,platform,2006,Nintendo,Nintendo EAD,9.1,29.85,11.28,9.19,6.5,2.89
New Super Mario Bros. Wii,Wii,Nintendo,1,platform,2009,Nintendo,Nintendo EAD,8.6,28.51,14.53,7.01,4.7,2.27
Super Mario 3D Land,3DS,Nintendo,1,platform,2011,Nintendo,Nintendo EAD Tokyo,8.9,11.56,5.1,3.46,2.15,0.85
Super Mario Galaxy,Wii,Nintendo,1,platform,2007,Nintendo,Nintendo EAD Tokyo,9.7,11.4,6.06,3.38,1.2,0.76
New Super Mario Bros. 2,3DS,Nintendo,1,platform,2012,Nintendo,Nintendo,7.5,11.33,3.95,4.07,2.59,0.72
Super Mario Galaxy 2,Wii,Nintendo,1,platform,2010,Nintendo,Nintendo EAD Tokyo,9.7,7.57,3.59,2.37,0.98,0.62
Donkey Kong Country Returns,Wii,Nintendo,1,platform,2010,Nintendo,Retro Studios,8.6,6.5,3.19,1.81,1.03,0.47
Super Mario Sunshine,GameCube,Nintendo,1,platform,2002,Nintendo,Nintendo EAD,9.2,6.31,4.01,1.26,0.87,0.17
New Super Mario Bros. U,Wii U,Nintendo,1,platform,2012,Nintendo,Nintendo EAD,8.4,5.62,2.3,1.63,1.32,0.38
Super Mario Advance,Game Boy Advance,Nintendo,1,platform,2001,Nintendo,Nintendo EAD,8.2,5.49,3.14,1.24,0.91,0.2
Super Mario World: Super Mario Advance 2,Game Boy Advance,Nintendo,1,platform,2002,Nintendo,Nintendo EAD,9.4,5.46,3.21,1.11,0.95,0.2
Super Mario Advance 4: Super Mario Bros. 3,Game Boy Advance,Nintendo,1,platform,2003,Nintendo,Nintendo EAD,9.2,5.2,2.93,1.25,0.83,0.2
Super Mario 3D World,Wii U,Nintendo,1,platform,2013,Nintendo,Nintendo EAD Tokyo,9.5,5.01,2.31,1.54,0.79,0.37
Super Paper Mario,Wii,Nintendo,1,platform,2007,Nintendo,Intelligent Systems,8.5,3.73,1.95,0.87,0.59,0.32
Super Mario Maker,Wii U,Nintendo,2,platform,2015,Nintendo,Nintendo EAD,8.8,3.45,1.27,0.94,1.03,0.21
Super Mario Maker,3DS,Nintendo,2,platform,2016,Nintendo,Nintendo,7.3,3.23,0.78,1.04,1.25,0.16
Sonic Rush,DS,Nintendo,1,platform,2005,Sega,Dimps Corporation,7.8,3.13,1.21,1.56,0.06,0.29
Kung Fu Panda,Xbox 360,Microsoft,3,platform,2008,Activision,Luxoflux,7.5,3.05,1.91,0.84,0,0.29
Disney Epic Mickey,Wii,Nintendo,1,platform,2010,Disney Interactive Studios,Junction Point Studios,7,3.02,2.04,0.63,0.12,0.23
Kirby Super Star Ultra,DS,Nintendo,1,platform,2008,Nintendo,HAL Laboratory,7.3,2.92,1.55,0.04,1.19,0.15
Finding Nemo,Game Boy Advance,Nintendo,3,platform,2003,THQ,Vicarious Visions,7,2.82,1.59,1.05,0.04,0.14
Yoshi's Island DS,DS,Nintendo,1,platform,2006,Nintendo,Artoon,8.2,2.77,1.45,0.07,1.1,0.15
Sonic and the Secret Rings,Wii,Nintendo,1,platform,2007,Sega,Sonic Team,6.7,2.75,1.23,1.19,0.04,0.3
Super Mario All-Stars: Limited Edition,Wii,Nintendo,1,platform,2010,Nintendo,Nintendo EAD,7.2,2.62,1.04,0.52,0.92,0.14
Sonic Adventure 2 Battle,GameCube,Nintendo,1,platform,2002,Sega,Sonic Team,6.8,2.56,1.7,0.59,0.21,0.07
Kirby: Nightmare in Dream Land,Game Boy Advance,Nintendo,1,platform,2002,Nintendo,HAL Laboratory,8.1,2.27,1.22,0.1,0.91,0.04
Classic NES Series: Super Mario Bros.,Game Boy Advance,Nintendo,2,platform,2004,Nintendo,Nintendo EAD,8.3,2.22,0.61,0.21,1.39,0
Sonic Unleashed,Wii,Nintendo,4,platform,2008,Sega,Sonic Team/Dimps Corporation,6.7,2.16,1.26,0.68,0.02,0.22
Donkey Kong Country Returns 3D,3DS,Nintendo,1,platform,2013,Nintendo,Monster Games,8.6,2.13,0.81,0.75,0.42,0.14
Kirby's Epic Yarn,Wii,Nintendo,1,platform,2010,Nintendo,Good-Feel,8.7,2.09,1.42,0.09,0.45,0.13
Kirby: Triple Deluxe,3DS,Nintendo,1,platform,2014,Nintendo,HAL Laboratory,7.8,2.05,0.74,0.39,0.8,0.11
Donkey Kong Country,Game Boy Advance,Nintendo,3,platform,2003,Nintendo,Rare Ltd.,7.5,2.04,1.2,0.48,0.29,0.07
Kirby Squeak Squad,DS,Nintendo,1,platform,2006,Nintendo,"HAL Laboratory, Flagship",7.3,1.94,0.78,0.03,1.05,0.08
Sonic Classic Collection,DS,Nintendo,1,platform,2010,Sega,Sonic Team,7.5,1.86,0.94,0.74,0,0.18
Sonic Colors,Wii,Nintendo,2,platform,2010,Sega,Sonic Team,7.7,1.73,0.95,0.61,0.01,0.16
Crash Bandicoot: The Huge Adventure,Game Boy Advance,Nintendo,1,platform,2002,Vivendi Games,Vicarious Visions,8.3,1.73,0.95,0.7,0,0.08
Donkey Kong Country: Tropical Freeze,Wii U,Nintendo,2,platform,2014,Nintendo,Retro Studios,8.8,1.71,0.74,0.68,0.16,0.13
Kirby's Return to Dreamland,Wii,Nintendo,1,platform,2011,Nintendo,HAL Laboratory,7.6,1.66,0.58,0.21,0.79,0.07
Kirby & the Amazing Mirror,Game Boy Advance,Nintendo,1,platform,2004,Nintendo,Flagship,7.9,1.64,0.8,0.05,0.76,0.03
Sonic Heroes,GameCube,Nintendo,3,platform,2004,Sega,Sonic Team,7.2,1.6,1.05,0.44,0.06,0.04
Yoshi's Woolly World,Wii U,Nintendo,1,platform,2015,Nintendo,Good-Feel,7.4,1.52,0.74,0.53,0.12,0.12
Sonic Generations,Xbox 360,Microsoft,4,platform,2011,Sega,Sonic Team,7.7,1.39,0.71,0.54,0,0.13
Crash Bandicoot 2: N-Tranced,Game Boy Advance,Nintendo,1,platform,2003,Vivendi Games,Vicarious Visions,7.5,1.36,0.63,0.66,0,0.07
Donkey Kong Jungle Beat,GameCube,Nintendo,1,platform,2005,Nintendo,Nintendo EAD Tokyo,7.9,1.34,0.84,0.22,0.24,0.04
Spider-Man: The Movie,Game Boy Advance,Nintendo,4,platform,2002,Activision,Digital Eclipse,7.9,1.33,0.92,0.35,0.01,0.05
Sonic Colors,DS,Nintendo,2,platform,2010,Sega,Sonic Team,8.2,1.3,0.69,0.48,0.01,0.12
Sonic Adventure DX: Director's Cut,GameCube,Nintendo,1,platform,2003,Sega,Sonic Team,5.4,1.27,0.87,0.3,0.06,0.03
Super Mario 64 DS,DS,Nintendo,1,platform,2004,Nintendo,Nintendo EAD,8.6,1.26,0.01,0,1.25,0
Ratatouille,DS,Nintendo,9,platform,2007,THQ,Helixe,7,1.25,0.49,0.62,0,0.14
Donkey Kong Country 2,Game Boy Advance,Nintendo,1,platform,2004,Nintendo,Rare Ltd.,7.6,1.23,0.79,0.27,0.12,0.04
Mirror's Edge,Xbox 360,Microsoft,3,platform,2008,Electronic Arts,EA Digital Illusions CE,7.6,1.16,0.51,0.51,0.01,0.12
Wario Land: Shake It!,Wii,Nintendo,1,platform,2008,Nintendo,Good-Feel,7.3,1.15,0.59,0.31,0.15,0.1
Sonic and the Black Knight,Wii,Nintendo,1,platform,2009,Sega,Sonic Team,4.8,1.12,0.66,0.34,0.01,0.11
Sonic Generations,3DS,Nintendo,4,platform,2011,Sega,Sonic Team,6.3,1.06,0.44,0.52,0.01,0.08
Spider-Man 2,Game Boy Advance,Nintendo,6,platform,2004,Activision,Digital Eclipse,7,1.06,0.76,0.28,0,0.02
The Simpsons Game,Xbox 360,Microsoft,6,platform,2007,Electronic Arts,EA Redwood Shores,6.9,1.04,0.54,0.39,0,0.11
Super Princess Peach,DS,Nintendo,1,platform,2006,Nintendo,TOSE Software,7.8,1.03,0.7,0.05,0.21,0.07
Shrek 2,GameCube,Nintendo,3,platform,2004,Activision,"Luxoflux, Inc.",6.9,1.02,0.73,0.26,0.01,0.03
Kirby: Mass Attack,DS,Nintendo,1,platform,2011,Nintendo,HAL Laboratory,8.4,1,0.48,0.06,0.41,0.05
Shadow The Hedgehog,GameCube,Nintendo,3,platform,2005,Sega,Sonic Team,4.9,0.99,0.76,0.2,0,0.03
de Blob,Wii,Nintendo,1,platform,2008,THQ,Blue Tongue,8.1,0.96,0.49,0.37,0,0.1
Sonic Unleashed,Xbox 360,Microsoft,4,platform,2008,Sega,Sonic Team,5.6,0.95,0.54,0.32,0,0.09
SpongeBob SquarePants: Battle for Bikini Bottom,GameCube,Nintendo,3,platform,2003,THQ,Heavy Iron Studios,7.3,0.95,0.74,0.19,0,0.03
Sonic the Hedgehog (2006),Xbox 360,Microsoft,1,platform,2006,Sega,Sonic Team,4.8,0.94,0.39,0.45,0,0.11
The SpongeBob SquarePants Movie,GameCube,Nintendo,3,platform,2004,THQ,Heavy Iron Studios,6.6,0.94,0.73,0.19,0,0.03
Madagascar,Game Boy Advance,Nintendo,5,platform,2005,Activision,Vicarious Visions,5.5,0.89,0.62,0.24,0,0.03
Castlevania: Circle of the Moon,Game Boy Advance,Nintendo,1,platform,2001,Konami,KCEK,8.9,0.89,0.6,0.22,0.05,0.02
The Legendary Starfy,DS,Nintendo,1,platform,2009,Nintendo,TOSE Software,7.1,0.85,0.6,0,0.2,0.05
Rayman Origins,Xbox 360,Microsoft,6,platform,2011,Ubisoft,Ubisoft,9,0.78,0.38,0.32,0,0.08
Conker's Bad Fur Day,Nintendo 64,Nintendo,1,platform,2001,Rare,Rare Ltd.,9.2,0.77,0.53,0.22,0,0.02
Donkey Kong Country 3,Game Boy Advance,Nintendo,1,platform,2005,Nintendo,Rare Ltd.,7.5,0.77,0.45,0.17,0.14,0.01
Banjo-Kazooie: Nuts & Bolts,Xbox 360,Microsoft,1,platform,2008,Microsoft Game Studios,Rare Ltd.,8,0.76,0.32,0.35,0,0.08
Rabbids Go Home,DS,Nintendo,2,platform,2009,Ubisoft,Ubisoft Montpellier,8.8,0.72,0.35,0.3,0,0.07
Kirby: Canvas Curse,DS,Nintendo,1,platform,2005,Nintendo,HAL Laboratory,8.9,0.72,0.36,0,0.32,0.03
Spyro: Enter the Dragonfly,GameCube,Nintendo,2,platform,2002,VU Games,Equinoxe,5,0.71,0.55,0.14,0,0.02
Disney's Chicken Little,Game Boy Advance,Nintendo,4,platform,2005,Buena Vista,A2M,7.9,0.7,0.5,0.18,0,0.01
Kirby's Dream Collection: Special Edition,Wii,Nintendo,1,platform,2012,Nintendo,HAL Laboratory,8,0.69,0.33,0,0.33,0.03
Rayman Legends,Wii U,Nintendo,6,platform,2013,Ubisoft,Ubisoft Montpellier,9.5,0.68,0.25,0.35,0.03,0.05
Madagascar,GameCube,Nintendo,5,platform,2005,Activision,Toys for Bob,6.8,0.66,0.52,0.13,0,0.02
Disney's Kim Possible 2: Drakken's Demise,Game Boy Advance,Nintendo,1,platform,2004,Disney Interactive Studios,Artificial Mind and Movement,8.3,0.66,0.47,0.17,0,0.01
Crash Bandicoot Purple: Ripto's Rampage,Game Boy Advance,Nintendo,1,platform,2004,Vivendi Games,Vicarious Visions,6.7,0.64,0.46,0.17,0,0.01
Rayman 3D,3DS,Nintendo,1,platform,2011,Ubisoft,Ubisoft,6.3,0.64,0.23,0.36,0,0.06
Wall-E,Xbox 360,Microsoft,3,platform,2008,THQ,Heavy Iron Studios,5.3,0.62,0.29,0.26,0,0.07
Crash Bandicoot: The Wrath of Cortex,GameCube,Nintendo,3,platform,2002,Universal Interactive,Traveller's Tales,6,0.59,0.46,0.12,0,0.02
Kirby and the Rainbow Curse,Wii U,Nintendo,1,platform,2015,Nintendo,HAL Laboratory,8.2,0.58,0.26,0.14,0.13,0.04
SpongeBob SquarePants: Battle for Bikini Bottom,Xbox,Microsoft,3,platform,2003,THQ,Heavy Iron Studios,6.7,0.57,0.45,0.1,0,0.02
Spider-Man 3,Xbox 360,Microsoft,7,platform,2007,Activision,Treyarch,6,0.57,0.49,0.04,0,0.04
The Incredible Hulk,Game Boy Advance,Nintendo,5,platform,2003,Universal Interactive,Pocket Studios,6,0.56,0.4,0.15,0,0.01
Blinx: The Time Sweeper,Xbox,Microsoft,1,platform,2002,Microsoft Game Studios,Artoon,6.8,0.56,0.39,0.15,0,0.02
Rayman Origins,Wii,Nintendo,6,platform,2011,Ubisoft,Ubisoft,9.5,0.55,0.21,0.28,0,0.06
Poochy & Yoshi's Woolly World,3DS,Nintendo,1,platform,2017,Nintendo,Good-Feel,7.5,0.55,0.2,0.16,0.17,0.03
Shrek 2,Xbox,Microsoft,3,platform,2004,Activision,"Luxoflux, Inc.",6.7,0.55,0.4,0.13,0,0.02
Donkey Kong Jungle Climber,DS,Nintendo,1,platform,2007,Nintendo,Paon Corporation,7.8,0.55,0.25,0.03,0.24,0.03
The SpongeBob SquarePants Movie,Xbox,Microsoft,3,platform,2004,THQ,Heavy Iron Studios,6.8,0.54,0.4,0.12,0,0.02
Disney's Kim Possible: Revenge of Monkey Fist,Game Boy Advance,Nintendo,1,platform,2002,Disney Interactive Studios,Digital Eclipse,5,0.51,0.37,0.14,0,0.01
Ratatouille,Wii,Nintendo,9,platform,2007,THQ,Asobo Studio,6.5,0.5,0.43,0.03,0,0.04
Epic Mickey: Power of Illusion,3DS,Nintendo,1,platform,2012,Disney Interactive Studios,DreamRift,6.6,0.5,0.36,0.05,0.04,0.04
Rayman Advance,Game Boy Advance,Nintendo,1,platform,2001,Ubisoft,Digital Eclipse,8.4,0.5,0.36,0.13,0,0.01
Sonic Lost World,3DS,Nintendo,2,platform,2013,Sega,Dimps Corporation,5.2,0.48,0.22,0.15,0.07,0.04
Spider-Man 3,Wii,Nintendo,7,platform,2007,Activision,Vicarious Visions,4.8,0.47,0.42,0.02,0,0.04
Spider-Man 3,DS,Nintendo,7,platform,2007,Activision,Vicarious Visions,8,0.47,0.41,0.02,0,0.04
Disney's Kim Possible 3: Team Possible,Game Boy Advance,Nintendo,1,platform,2005,Disney Interactive Studios,Artificial Mind and Movement,9,0.46,0.33,0.12,0,0.01
Hey! Pikmin,3DS,Nintendo,1,platform,2017,Nintendo,Arzest,6.8,0.44,0.17,0.08,0.17,0.03
Wario World,GameCube,Nintendo,1,platform,2003,Nintendo,"Treasure Co., Ltd.",7.5,0.44,0.34,0.09,0,0.01
Crash: Mind Over Mutant,Wii,Nintendo,5,platform,2008,Activision,Radical Entertainment,7.5,0.44,0.35,0.06,0,0.03
Castlevania: Dawn of Sorrow,DS,Nintendo,1,platform,2005,Konami,Konami,8.9,0.43,0.34,0.03,0.03,0.03
Mega Man Anniversary Collection,GameCube,Nintendo,3,platform,2004,Capcom,Atomic Planet Entertainment,7.5,0.42,0.32,0.08,0,0.01
NiGHTS: Journey of Dreams,Wii,Nintendo,1,platform,2007,Sega,Sonic Team,7,0.41,0.32,0.02,0.04,0.03
Castlevania: Portrait of Ruin,DS,Nintendo,1,platform,2006,Konami,Konami,8.5,0.4,0.31,0.02,0.04,0.03
Raving Rabbids: Travel in Time 3D,3DS,Nintendo,1,platform,2011,Ubisoft,Ubisoft Paris,5.8,0.38,0.11,0.24,0,0.04
Ice Age: Dawn of the Dinosaurs,DS,Nintendo,5,platform,2009,Activision,Artificial Mind and Movement,5,0.38,0.2,0.15,0,0.04
"Monsters, Inc. Scream Arena",GameCube,Nintendo,1,platform,2002,THQ,Radical Entertainment,3.8,0.37,0.29,0.07,0,0.01
Pac-Man World 2,GameCube,Nintendo,3,platform,2002,Namco,Namco,7.5,0.37,0.28,0.07,0,0.01
The Legend of Spyro: A New Beginning,DS,Nintendo,2,platform,2006,Sierra Entertainment,Amaze Entertainment,7.1,0.37,0.33,0.01,0,0.03
Sonic Lost World,Wii U,Nintendo,2,platform,2013,Sega,Sonic Team,6,0.37,0.2,0.13,0.01,0.03
Castlevania: Order of Ecclesia,DS,Nintendo,1,platform,2008,Konami,Konami,8.2,0.37,0.27,0.03,0.04,0.03
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Game Boy Advance,Nintendo,1,platform,2003,THQ,Helixe,5.5,0.35,0.25,0.09,0,0.01
Over the Hedge,GameCube,Nintendo,5,platform,2006,Activision,Edge of Reality,6.7,0.35,0.27,0.07,0,0.01
Banjo-Kazooie: Grunty's Revenge,Game Boy Advance,Nintendo,1,platform,2003,THQ,Rare Ltd.,6.6,0.33,0.24,0.09,0,0.01
Mega Man ZX Advent,DS,Nintendo,1,platform,2007,Capcom,Inti Creates,7.6,0.33,0.22,0,0.09,0.02
Classic NES Series: Castlevania,Game Boy Advance,Nintendo,1,platform,2004,Nintendo,Konami,7.4,0.33,0.17,0.06,0.09,0.01
Chibi-Robo! Zip Lash,3DS,Nintendo,1,platform,2015,Nintendo,Nintendo,5.5,0.32,0.14,0.09,0.07,0.02
Mega Man Zero Collection,DS,Nintendo,1,platform,2010,Capcom,Inti Creates,7.5,0.31,0.17,0.01,0.11,0.02
Madagascar,DS,Nintendo,5,platform,2005,Activision,Vicarious Visions,6.3,0.3,0.25,0.03,0,0.02
Sonic Boom: Shattered Crystal,3DS,Nintendo,1,platform,2014,Sega,Sanzaru Games,3.8,0.29,0.17,0.09,0,0.03
Spyro: A Hero's Tail,GameCube,Nintendo,3,platform,2004,VU Games,Eurocom Entertainment Software,6.4,0.29,0.22,0.06,0,0.01
Earthworm Jim,Game Boy Advance,Nintendo,1,platform,2001,Majesco,Game Titan,7.2,0.29,0.2,0.08,0,0.01
Assassin's Creed II: Discovery,DS,Nintendo,1,platform,2009,Ubisoft,Griptonite Games,7.3,0.28,0.15,0.11,0,0.03
Mega Man ZX,DS,Nintendo,1,platform,2006,Capcom,Inti Creates,8.1,0.28,0.16,0,0.1,0.02
Madagascar,Xbox,Microsoft,5,platform,2005,Activision,Toys for Bob,6.8,0.28,0.21,0.06,0,0.01
Ice Age: Dawn of the Dinosaurs,Wii,Nintendo,5,platform,2009,Activision,Eurocom Entertainment Software,7.2,0.28,0.11,0.14,0,0.03
Castlevania: Aria of Sorrow,Game Boy Advance,Nintendo,1,platform,2003,Konami,KCET,8.8,0.28,0.2,0.07,0,0
Over the Hedge,DS,Nintendo,5,platform,2006,Activision,Vicarious Visions,7.1,0.28,0.24,0.01,0,0.02
Disney's Chicken Little,GameCube,Nintendo,4,platform,2005,Buena Vista,Avalanche Software,7,0.27,0.21,0.05,0,0.01
Ty the Tasmanian Tiger,GameCube,Nintendo,3,platform,2002,Electronic Arts,Krome Studios,7.1,0.27,0.21,0.05,0,0.01
Skylanders SWAP Force,3DS,Nintendo,1,platform,2013,Activision,n-Space,7.7,0.27,0.12,0.13,0,0.02
Ratatouille,Xbox 360,Microsoft,9,platform,2007,THQ,Heavy Iron Studios,5.3,0.27,0.23,0.02,0,0.02
Hey Arnold! The Movie,Game Boy Advance,Nintendo,1,platform,2002,THQ,Altron,5.5,0.26,0.19,0.07,0,0
Rayman DS,DS,Nintendo,1,platform,2005,Ubisoft,Ubisoft Montreal,5.4,0.26,0.21,0.03,0,0.02
Castlevania: Harmony of Dissonance,Game Boy Advance,Nintendo,1,platform,2002,Konami,Konami Computer Entertainment Tokyo,8.6,0.26,0.16,0.06,0.04,0
Ice Age 2: The Meltdown,Game Boy Advance,Nintendo,6,platform,2006,Sierra Entertainment,Amaze Entertainment,5,0.25,0.18,0.07,0,0
Sonic Boom: Fire & Ice,3DS,Nintendo,1,platform,2016,Sega,Sanzaru Games,6.9,0.25,0.14,0.08,0.02,0.02
Billy Hatcher and the Giant Egg,GameCube,Nintendo,1,platform,2003,Sega,Sonic Team,7.3,0.25,0.19,0.05,0,0.01
"Ed, Edd n Eddy: The Mis-Edventures",GameCube,Nintendo,2,platform,2005,Midway Games,A2M,4.6,0.25,0.19,0.05,0,0.01
DK: King of Swing,Game Boy Advance,Nintendo,1,platform,2005,Nintendo,Paon Corporation,7.1,0.24,0.17,0.06,0,0
Disney Epic Mickey 2: The Power of Two,Wii U,Nintendo,3,platform,2012,Disney Interactive Studios,Junction Point Studios,5.9,0.24,0.13,0.08,0.01,0.02
Shinobi,3DS,Nintendo,2,platform,2011,Sega,Griptonite Games,7,0.23,0.14,0.07,0,0.02
Super Lucky's Tale,Xbox One,Microsoft,1,platform,2017,Microsoft Studios,Playful Corp.,6.5,0.22,0.13,0.07,0,0.02
A Boy and His Blob,Wii,Nintendo,1,platform,2009,Majesco,WayForward Technologies,7.9,0.21,0.18,0.01,0,0.02
Bionicle,GameCube,Nintendo,2,platform,2003,Electronic Arts,Argonaut Games,4.8,0.21,0.16,0.04,0,0.01
X2: Wolverine's Revenge,Game Boy Advance,Nintendo,4,platform,2003,Activision,Vicarious Visions,7.7,0.2,0.14,0.05,0,0
Ty the Tasmanian Tiger 2: Bush Rescue,GameCube,Nintendo,4,platform,2004,Electronic Arts,Krome Studios,7.4,0.2,0.15,0.04,0,0.01
Classic NES Series: Ice Climber,Game Boy Advance,Nintendo,2,platform,2004,Nintendo,Nintendo,6.1,0.2,0,0,0.2,0
Ratatouille,Game Boy Advance,Nintendo,9,platform,2007,THQ,Helixe,6.8,0.2,0.14,0.05,0,0
Ice Age 2: The Meltdown,GameCube,Nintendo,6,platform,2006,Vivendi Games,Eurocom Entertainment Software,7.4,0.19,0.15,0.04,0,0.01
The Legend of Spyro: A New Beginning,GameCube,Nintendo,2,platform,2006,Sierra Entertainment,Krome Studios,6.5,0.19,0.15,0.04,0,0.01
Ty the Tasmanian Tiger,Xbox,Microsoft,3,platform,2002,Electronic Arts,Krome Studios,7,0.18,0.14,0.04,0,0.01
de Blob 2,Wii,Nintendo,4,platform,2011,THQ,Blue Tongue,8.1,0.18,0.11,0.06,0,0.02
Shadow The Hedgehog,Xbox,Microsoft,3,platform,2005,Sega,Sonic Team,5,0.18,0.13,0.04,0,0.01
Open Season,GameCube,Nintendo,7,platform,2006,Ubisoft,Ubisoft Montreal,6.4,0.17,0.13,0.03,0,0
Monsters vs. Aliens,Xbox 360,Microsoft,5,platform,2009,Activision,Beenox,6.5,0.17,0.12,0.03,0,0.02
Shrek Extra Large,GameCube,Nintendo,1,platform,2002,TDK Mediactive,Digital Illusions,3,0.17,0.13,0.03,0,0
Classic NES Series: Donkey Kong,Game Boy Advance,Nintendo,2,platform,2004,Nintendo,Nintendo,6.5,0.17,0,0,0.17,0
Klonoa,Wii,Nintendo,1,platform,2009,Namco Bandai,Paon Corporation,7.6,0.16,0.1,0.02,0.03,0.01
Blinx 2: Masters of Time & Space,Xbox,Microsoft,1,platform,2004,Microsoft Game Studios,Artoon,6.8,0.15,0.12,0.03,0,0.01
Crush3D,3DS,Nintendo,1,platform,2012,Sega,Zoë Mode,6.5,0.15,0.1,0.04,0,0.01
de Blob 2,Xbox 360,Microsoft,4,platform,2011,THQ,Blue Tongue,7.8,0.15,0.1,0.04,0,0.01
Ice Age 2: The Meltdown,DS,Nintendo,6,platform,2006,Sierra Entertainment,Amaze Entertainment,5.5,0.15,0.13,0.01,0,0.01
Cave Story 3D,3DS,Nintendo,1,platform,2011,NIS America,Nicalis,8.2,0.15,0.09,0.03,0.01,0.01
Rayman 3,Game Boy Advance,Nintendo,1,platform,2003,Ubisoft,Ubisoft,7.9,0.14,0.1,0.04,0,0
Ratatouille,GameCube,Nintendo,9,platform,2007,THQ,Asobo Studio,6.1,0.14,0.11,0.03,0,0
Klonoa: Empire of Dreams,Game Boy Advance,Nintendo,1,platform,2001,Namco,Namco,8.6,0.14,0.1,0.04,0,0
Disney's Chicken Little,Xbox,Microsoft,4,platform,2005,Buena Vista,Avalanche Software,7,0.14,0.1,0.03,0,0
BIT.TRIP SAGA,3DS,Nintendo,1,platform,2011,Aksys Games,Gaijin Games Inc.,7.5,0.14,0.09,0.04,0,0.01
Disney's Cinderella: Magical Dreams,Game Boy Advance,Nintendo,1,platform,2005,Buena Vista,Culture Brain,6,0.14,0.1,0.04,0,0
Open Season,DS,Nintendo,7,platform,2006,Ubisoft,Ubisoft Montreal,7.4,0.13,0.12,0,0,0.01
Zapper: One Wicked Cricket!,GameCube,Nintendo,4,platform,2002,Infogrames,Blitz Games,6.6,0.13,0.1,0.03,0,0
Disney's Atlantis: The Lost Empire,Game Boy Advance,Nintendo,2,platform,2001,THQ,3d6 Games,6,0.12,0.09,0.03,0,0
Ice Age: Dawn of the Dinosaurs,Xbox 360,Microsoft,5,platform,2009,Activision,Eurocom Entertainment Software,6.7,0.12,0.09,0.03,0,0.01
Psychonauts,Xbox,Microsoft,2,platform,2005,Majesco,Double Fine Productions,8.8,0.12,0.09,0.03,0,0
Lost in Shadow,Wii,Nintendo,1,platform,2011,Hudson Soft,Hudson Soft,6.7,0.12,0.09,0,0.01,0.01
de Blob 2,DS,Nintendo,4,platform,2011,THQ,Blue Tongue,7.5,0.11,0.08,0.02,0,0.01
Disney's Peter Pan: Return to Never Land,Game Boy Advance,Nintendo,1,platform,2002,Disney Interactive Studios,Crawfish Interactive,4,0.11,0.08,0.03,0,0
Open Season,Xbox 360,Microsoft,7,platform,2006,Ubisoft,Ubisoft Montreal,5.7,0.11,0.1,0,0,0.01
Death Jr.: Root of Evil,Wii,Nintendo,1,platform,2008,Eidos Interactive,Backbone Entertainment,7.3,0.11,0.1,0,0,0.01
Ty the Tasmanian Tiger 2: Bush Rescue,Xbox,Microsoft,4,platform,2004,Electronic Arts,Krome Studios,6.9,0.11,0.08,0.02,0,0
Vexx,Xbox,Microsoft,3,platform,2003,Acclaim Entertainment,Acclaim Studios Austin,6.8,0.1,0.08,0.02,0,0
Disney's The Jungle Book,Game Boy Advance,Nintendo,1,platform,2003,Ubisoft,Visual Impact,5,0.1,0.07,0.03,0,0
Shovel Knight,Wii U,Nintendo,3,platform,2014,Yacht Club Games,Yacht Club Games,9,0.1,0.05,0.04,0,0.01
Over the Hedge,Xbox,Microsoft,5,platform,2006,Activision,Edge of Reality,6.6,0.1,0.07,0.02,0,0
Cubic Ninja,3DS,Nintendo,1,platform,2011,Ubisoft,AQ Interactive,5.5,0.1,0.05,0.04,0,0.01
Ice Age 2: The Meltdown,Xbox,Microsoft,6,platform,2006,Vivendi Games,Eurocom Entertainment Software,6.8,0.1,0.07,0.02,0,0
Shantae and the Pirate's Curse,3DS,Nintendo,1,platform,2016,WayForward Technologies,WayForward Technologies,7.7,0.1,0.05,0,0.04,0.01
Castlevania Double Pack,Game Boy Advance,Nintendo,1,platform,2006,Konami,KCET,9,0.1,0.07,0.03,0,0
I-Ninja,GameCube,Nintendo,3,platform,2003,Namco,Argonaut Games,7.2,0.09,0.07,0.02,0,0
Ice Age 2: The Meltdown,Wii,Nintendo,6,platform,2006,Vivendi Games,Eurocom Entertainment Software,6.5,0.08,0.06,0.01,0,0.01
Taz Wanted,GameCube,Nintendo,3,platform,2002,Atari,Blitz Games,5.7,0.08,0.06,0.02,0,0
Rayman 3: Hoodlum Havoc,Xbox,Microsoft,4,platform,2003,Ubisoft,Ubisoft,7.3,0.07,0.06,0.02,0,0
I-Ninja,Xbox,Microsoft,3,platform,2003,Namco,Argonaut Games,7.8,0.07,0.05,0.02,0,0
Disney's Donald Duck Advance,Game Boy Advance,Nintendo,1,platform,2001,Ubisoft,Ubisoft,6.5,0.07,0.05,0.02,0,0
